1000
31.50, 111.07, 3.82
264.05, 130.16, 3.79
63.72, 139.51, 9.51
80.72, 171.39, 9.93
258.31, 250.27, 9.79
294.49, 272.60, 8.33
278.78, 25.14, 0.93
93.15, 162.35, 0.42
7.46, 139.46, 8.28
105.61, 135.58, 0.04
65.05, 167.09, 3.74
179.73, 131.14, 8.08
293.32, 194.86, 2.73
278.62, 275.58, 8.45
276.65, 233.89, 6.79
270.26, 228.38, 5.87
220.24, 207.17, 6.71
248.06, 0.31, 2.12
260.63, 7.77, 6.77
208.92, 113.38, 1.29
210.15, 178.44, 6.86
22.45, 58.17, 1.23
264.90, 51.49, 7.73
46.86, 30.10, 6.91
0.22, 6.75, 4.71
203.85, 277.01, 2.32
80.08, 197.25, 9.23
281.44, 145.30, 9.24
45.15, 105.93, 9.50
248.32, 14.85, 3.28
287.07, 225.00, 9.23
192.91, 247.45, 1.16
229.89, 212.35, 2.88
161.74, 259.21, 3.88
69.16, 259.43, 4.11
210.48, 163.27, 3.34
280.18, 243.35, 9.92
257.05, 224.79, 4.76
234.23, 269.94, 8.29
219.18, 218.26, 8.79
17.51, 205.34, 6.29
294.28, 98.25, 4.54
29.22, 28.14, 1.61
115.64, 189.88, 0.25
232.16, 259.04, 8.90
55.44, 169.52, 4.34
155.73, 149.70, 2.46
153.26, 106.75, 9.95
296.10, 40.98, 8.95
244.88, 260.16, 6.22
208.51, 277.67, 3.07
97.14, 271.95, 6.34
233.22, 1.16, 7.28
281.65, 116.80, 3.61
289.29, 48.97, 2.24
256.36, 104.41, 7.90
86.70, 260.13, 2.89
160.39, 113.40, 6.44
158.87, 109.50, 7.81
127.29, 54.38, 6.48
13.97, 262.89, 5.74
105.99, 60.03, 4.80
296.26, 293.25, 4.84
214.68, 274.90, 8.73
22.98, 264.20, 0.37
90.32, 220.56, 3.85
27.19, 7.26, 2.52
113.76, 167.65, 6.30
7.08, 26.51, 9.95
241.39, 153.80, 1.76
135.85, 167.77, 0.52
7.97, 273.76, 2.53
152.05, 270.02, 2.30
297.29, 184.70, 1.46
259.33, 207.68, 0.27
270.33, 297.99, 7.62
85.75, 25.18, 7.86
161.29, 138.94, 3.45
50.24, 146.02, 4.34
48.69, 87.41, 9.46
101.52, 223.25, 5.05
117.24, 231.22, 4.18
192.99, 83.27, 3.18
262.00, 80.56, 9.34
5.90, 39.89, 6.26
14.01, 10.22, 6.19
242.67, 95.97, 7.03
178.58, 257.27, 1.66
282.15, 7.51, 6.53
112.22, 56.20, 9.44
96.10, 157.72, 6.89
247.74, 274.96, 4.59
73.15, 167.95, 7.37
168.58, 129.95, 0.06
148.71, 135.85, 1.38
36.52, 149.86, 1.73
222.32, 92.52, 4.92
133.30, 271.11, 3.50
183.22, 253.25, 3.75
79.16, 65.47, 5.62
62.50, 161.57, 0.88
269.10, 109.31, 0.05
106.92, 182.46, 5.64
28.01, 51.04, 9.98
29.67, 199.76, 4.50
71.21, 236.27, 9.50
122.98, 158.59, 2.58
270.72, 291.89, 1.62
75.72, 175.11, 0.06
188.24, 254.27, 2.24
56.95, 16.77, 7.63
83.37, 285.87, 1.27
84.76, 92.79, 7.36
254.10, 120.80, 9.06
253.38, 150.47, 5.72
88.52, 221.68, 3.59
73.51, 44.65, 8.88
151.02, 15.37, 8.61
199.64, 91.09, 4.45
201.52, 279.33, 2.92
268.86, 36.28, 3.48
197.78, 119.65, 3.01
236.00, 204.41, 6.10
156.69, 158.50, 0.13
128.43, 111.88, 5.14
299.92, 200.40, 2.53
107.68, 273.91, 4.02
74.04, 124.93, 4.53
32.28, 24.57, 7.57
165.64, 226.09, 6.88
253.27, 194.95, 8.09
57.67, 92.73, 2.08
147.93, 28.73, 8.89
30.99, 185.42, 4.18
34.86, 13.85, 7.91
189.19, 13.77, 4.59
265.19, 121.45, 3.72
85.86, 195.49, 7.88
221.89, 227.77, 8.70
149.02, 93.42, 6.24
55.48, 46.68, 2.73
298.21, 104.35, 5.83
60.59, 252.28, 6.78
27.38, 283.28, 2.96
152.67, 18.13, 3.43
89.85, 207.32, 3.88
227.43, 172.51, 7.93
38.92, 258.37, 4.45
275.33, 180.26, 2.04
236.32, 29.28, 5.16
123.40, 84.76, 6.71
205.42, 82.97, 0.19
80.18, 143.56, 8.60
283.66, 170.94, 8.04
72.56, 23.62, 8.65
175.31, 113.47, 5.56
291.84, 40.90, 1.31
229.81, 79.82, 9.92
63.28, 55.15, 5.93
124.51, 291.47, 6.90
279.17, 114.87, 9.73
180.50, 20.29, 2.50
186.19, 100.47, 7.28
144.16, 84.12, 2.98
85.41, 156.68, 3.77
44.79, 32.00, 7.55
211.50, 23.83, 8.91
250.72, 253.65, 1.57
248.31, 16.92, 3.41
126.16, 141.44, 3.13
33.29, 120.60, 6.96
25.19, 1.10, 7.63
100.05, 187.29, 0.98
18.47, 31.45, 3.78
107.84, 116.86, 9.01
220.82, 161.66, 0.07
147.27, 73.16, 0.87
114.62, 23.87, 9.32
161.79, 272.18, 9.89
264.11, 98.34, 4.60
57.90, 131.63, 8.62
266.57, 156.82, 8.66
195.52, 256.87, 4.90
224.94, 275.34, 5.95
38.49, 83.18, 9.85
8.72, 4.00, 5.23
10.95, 151.26, 7.67
37.02, 265.88, 8.47
16.73, 127.67, 7.54
13.36, 91.79, 0.82
151.43, 149.69, 5.21
110.10, 116.25, 0.43
69.88, 11.77, 9.00
216.94, 236.72, 8.17
95.47, 275.21, 0.95
90.85, 283.94, 1.08
247.90, 294.89, 6.12
178.10, 31.91, 4.99
132.17, 48.64, 9.24
58.42, 62.00, 2.30
83.02, 213.43, 7.29
239.24, 23.53, 1.17
252.28, 93.41, 1.56
222.18, 10.35, 9.45
167.42, 105.82, 8.62
195.84, 196.67, 8.09
228.26, 144.56, 7.92
111.94, 22.66, 8.98
261.50, 154.83, 0.60
238.74, 213.26, 2.67
7.76, 296.27, 9.78
226.47, 235.51, 0.57
261.44, 187.79, 3.68
8.18, 109.97, 4.03
291.65, 277.40, 7.55
250.32, 173.24, 4.11
192.93, 101.50, 8.93
130.42, 213.43, 9.68
99.83, 174.93, 4.84
117.87, 113.67, 1.95
197.91, 121.43, 1.83
191.38, 47.91, 9.68
208.38, 9.35, 5.94
18.79, 17.54, 9.60
139.55, 9.18, 8.85
66.13, 259.50, 4.62
189.37, 152.43, 8.01
157.18, 282.85, 5.12
147.65, 82.68, 0.95
292.96, 200.55, 4.74
51.51, 98.46, 8.79
106.34, 289.84, 0.39
96.68, 198.23, 0.70
274.81, 217.02, 1.28
262.91, 56.57, 1.59
228.41, 122.69, 0.24
67.14, 12.07, 5.32
7.38, 169.25, 4.75
161.04, 16.91, 7.50
189.64, 9.86, 4.19
31.91, 61.38, 7.47
295.62, 167.72, 7.13
7.23, 264.40, 3.74
28.19, 239.22, 0.97
66.69, 202.13, 2.86
114.38, 130.54, 6.95
121.56, 197.69, 7.35
281.16, 205.06, 2.99
123.62, 66.10, 3.56
48.76, 255.75, 3.89
174.44, 287.66, 5.93
98.59, 283.28, 1.52
12.58, 290.51, 0.34
124.80, 18.70, 8.31
154.04, 85.40, 5.05
239.84, 199.77, 9.40
148.33, 21.33, 5.99
68.90, 2.49, 2.82
158.72, 126.11, 5.03
265.44, 174.87, 3.55
82.03, 49.31, 3.14
260.00, 147.90, 2.58
5.69, 160.49, 2.27
15.78, 285.29, 2.89
265.09, 139.32, 5.74
116.52, 79.16, 2.40
98.50, 227.49, 3.11
278.17, 296.39, 3.19
62.90, 155.11, 7.39
213.73, 120.56, 3.22
20.31, 202.59, 4.87
114.55, 162.59, 9.80
192.06, 168.28, 5.15
260.08, 184.06, 4.66
46.81, 149.14, 9.30
218.93, 265.67, 1.94
290.83, 64.17, 9.52
84.05, 42.34, 9.40
179.77, 105.24, 4.57
101.60, 18.97, 8.59
198.29, 39.28, 5.34
44.30, 153.82, 0.76
38.21, 45.88, 6.37
192.61, 5.97, 2.51
32.29, 52.77, 7.48
11.29, 271.71, 6.34
69.46, 262.54, 8.47
55.12, 46.59, 9.89
37.17, 226.36, 3.39
174.34, 27.96, 4.03
132.06, 226.25, 5.34
292.38, 270.55, 0.46
15.29, 8.76, 1.99
206.48, 201.37, 2.19
281.72, 233.66, 3.95
206.12, 244.95, 3.01
96.17, 14.41, 1.76
50.41, 69.53, 3.31
46.98, 106.69, 0.86
148.79, 281.03, 1.79
269.57, 113.09, 9.33
129.63, 105.47, 8.35
143.50, 120.75, 8.64
203.26, 27.23, 5.35
268.99, 8.95, 3.14
87.48, 215.07, 1.31
177.69, 11.24, 1.79
230.44, 61.65, 4.10
29.77, 108.63, 7.66
55.47, 257.42, 7.03
109.12, 226.99, 0.80
89.03, 56.61, 4.31
39.49, 200.12, 8.34
298.72, 103.38, 9.25
159.31, 72.36, 9.55
253.57, 159.85, 6.71
292.78, 37.54, 7.09
46.40, 267.98, 9.14
169.55, 297.75, 2.77
99.39, 53.22, 1.35
10.26, 162.35, 8.91
34.22, 251.38, 0.80
163.65, 290.87, 7.47
113.83, 289.59, 0.92
91.25, 148.90, 3.33
77.61, 102.47, 8.66
279.05, 95.25, 9.91
191.73, 141.65, 8.84
166.06, 11.20, 8.77
249.02, 110.59, 0.54
289.40, 120.85, 5.95
256.76, 155.07, 4.33
280.73, 18.72, 4.03
204.82, 132.55, 3.68
232.29, 223.80, 8.64
32.13, 1.41, 2.06
291.81, 280.46, 5.23
289.03, 172.20, 9.95
254.23, 38.26, 0.33
217.18, 287.28, 4.01
233.35, 276.68, 8.04
111.87, 233.44, 3.21
241.77, 214.17, 3.83
62.53, 119.00, 8.25
172.89, 51.29, 5.71
132.14, 83.42, 5.76
193.86, 75.23, 5.11
50.82, 64.26, 0.85
49.44, 18.49, 2.12
59.26, 235.67, 1.70
179.66, 169.02, 0.92
120.91, 280.89, 8.70
217.23, 222.66, 5.84
32.27, 285.20, 9.81
279.85, 158.08, 1.52
151.23, 290.22, 4.30
24.03, 184.08, 6.81
177.28, 234.90, 8.95
202.73, 284.34, 9.57
266.44, 43.60, 7.42
17.43, 223.27, 3.05
45.11, 44.18, 2.42
6.22, 261.41, 9.84
181.50, 293.68, 9.35
175.79, 273.53, 4.62
221.37, 124.76, 4.29
50.37, 148.79, 0.43
254.59, 26.07, 8.26
223.06, 228.80, 7.73
210.03, 195.24, 9.19
132.66, 212.67, 6.63
224.31, 257.78, 8.10
296.85, 264.00, 6.82
292.05, 145.50, 6.61
272.46, 21.29, 5.72
110.94, 242.66, 9.88
239.65, 293.03, 4.84
252.43, 247.61, 5.71
200.12, 170.68, 3.34
132.14, 80.71, 9.84
107.77, 213.36, 6.93
6.66, 137.67, 5.53
249.73, 134.52, 4.33
154.21, 126.57, 9.18
52.37, 99.03, 9.89
224.05, 209.97, 7.97
220.50, 149.62, 7.74
65.74, 102.05, 6.00
237.05, 2.17, 1.69
37.16, 134.31, 4.38
32.51, 242.08, 1.49
240.53, 248.73, 6.08
106.33, 198.46, 0.56
236.12, 52.67, 4.78
211.42, 105.04, 8.08
208.01, 29.09, 5.08
147.26, 249.59, 0.07
79.54, 15.34, 3.47
259.43, 252.39, 3.54
10.00, 289.54, 8.02
141.27, 22.05, 6.09
185.91, 262.58, 4.38
68.21, 68.91, 0.99
85.03, 5.03, 2.75
228.42, 216.45, 6.25
170.84, 124.46, 7.22
23.22, 271.72, 5.54
25.23, 51.26, 6.05
129.29, 10.69, 4.46
235.53, 20.68, 4.12
176.07, 161.95, 4.85
58.69, 47.86, 3.60
190.04, 116.07, 5.90
219.86, 201.10, 6.07
2.34, 129.53, 3.28
189.87, 0.36, 7.43
106.48, 23.58, 6.49
272.69, 48.81, 8.20
154.24, 178.11, 8.55
288.16, 113.63, 9.24
111.64, 289.70, 4.64
257.16, 48.39, 6.24
65.26, 238.43, 0.11
242.27, 158.29, 6.81
124.30, 160.63, 1.13
222.79, 50.50, 1.14
145.75, 156.98, 1.93
40.43, 129.67, 3.55
286.36, 283.91, 9.49
242.99, 272.07, 3.28
220.29, 83.71, 2.93
59.55, 40.87, 4.55
246.67, 106.13, 2.49
249.87, 48.40, 7.77
154.17, 172.70, 3.13
188.00, 95.50, 4.81
222.18, 241.25, 0.04
279.96, 281.67, 4.36
86.54, 268.04, 3.83
71.24, 211.02, 2.90
169.56, 131.31, 5.69
257.59, 190.87, 7.05
94.00, 137.54, 0.59
168.85, 87.41, 2.20
101.98, 241.58, 7.96
195.75, 129.58, 1.14
40.02, 51.76, 9.18
41.27, 31.72, 8.57
172.20, 118.26, 7.51
287.03, 189.50, 4.54
73.94, 59.06, 8.92
244.57, 16.65, 5.28
156.06, 110.65, 9.86
173.69, 279.50, 2.78
239.72, 81.49, 0.83
178.45, 277.24, 5.15
212.68, 17.26, 6.88
188.16, 58.53, 7.93
145.31, 230.72, 1.87
70.50, 217.76, 8.19
206.71, 291.70, 0.16
174.23, 236.27, 0.72
32.62, 92.33, 4.40
28.55, 266.02, 3.72
111.89, 205.74, 6.44
136.81, 84.19, 5.68
291.31, 296.87, 6.25
197.58, 185.03, 8.20
135.56, 30.35, 5.89
191.80, 100.85, 3.15
137.55, 7.56, 2.88
142.35, 181.79, 0.75
163.81, 214.42, 3.83
295.92, 242.97, 2.70
107.53, 54.86, 9.56
0.64, 191.68, 2.36
170.98, 182.99, 2.26
58.58, 80.57, 8.43
4.70, 216.12, 9.44
181.55, 107.93, 2.80
276.16, 245.47, 3.05
62.46, 87.82, 9.11
85.04, 251.63, 6.26
199.95, 247.55, 4.36
280.87, 55.08, 6.19
267.55, 55.72, 2.57
38.41, 226.70, 8.67
106.14, 285.28, 1.36
58.91, 289.98, 8.56
42.03, 171.53, 2.16
125.99, 147.69, 0.34
217.50, 210.15, 3.27
190.81, 295.19, 1.66
78.54, 195.14, 9.91
209.24, 176.01, 1.75
94.80, 143.56, 3.60
172.04, 181.97, 1.16
132.27, 288.11, 0.67
173.06, 47.02, 0.34
